Ranking,Tier,Player ID,Player,Position,Team,Age,Previous,Movement
150,10,*05144*,Hunter Brown,P,HOU,26,161,11
151,10,*041ah*,Josh Lowe,OF,TB,26.5,141,-10
152,10,*041wv*,Michael King,P,SD,29.2,154,2
153,10,*05jq2*,Andrew Abbott,P,CIN,25.2,142,-11
154,10,*03i81*,Reynaldo Lopez,P,ATL,30.6,143,-11
155,10,*04cd5*,MacKenzie Gore,P,WSH,25.5,144,-11
156,10,*03nmw*,Ian Happ,OF,CHC,30,121,-35
157,10,*025he*,George Springer,OF,TOR,34.9,122,-35
158,10,*05r3i*,Andrew Painter,P,PHI,21.4,146,-12
159,10,*031t0*,Gleyber Torres,2B,NYY,27.7,147,-12
160,10,*03pzn*,Andres Gimenez,2B,CLE,26,148,-12
161,10,*04qnd*,Noelvi Marte,3B,CIN,22.8,117,-44
162,10,*05mrx*,Gavin Stone,P,LAD,25.8,154,-8
163,10,*02w7p*,Alex Bregman,3B,HOU,30.4,151,-12
164,10,*04t9b*,Michael Busch,"1B,3B",CHC,26.8,194,30
165,10,*04mra*,Ezequiel Tovar,SS,COL,23.1,150,-15
166,10,*03d7h*,Mitch Keller,P,PIT,28.4,199,33
167,10,*041qh*,Jose Miranda,3B,MIN,26.1,244,77
168,10,*05u9y*,Max Clark,OF,DET,19.7,168,0
169,10,*05mdt*,Evan Carter,OF,TEX,22,130,-39
170,10,*03et8*,Ranger Suarez,P,PHI,29,157,-13
171,10,*02mwk*,Jose Berrios,P,TOR,30.2,159,-12
172,10,*02c2r*,Carlos Rodon,P,NYY,31.7,160,-12
173,10,*04aq4*,Adolis Garcia,OF,TEX,31.5,88,-85
174,10,*01uc9*,Nick Castellanos,OF,PHI,32.5,162,-12
175,10,*060x1*,Wilyer Abreu,OF,BOS,25.2,310,135
176,10,*0310n*,Ryan McMahon,"2B,3B",COL,29.7,176,0
177,10,*02bqy*,Joe Musgrove,P,SD,31.7,183,6
178,10,*0524l*,Yainer Diaz,C,HOU,25.9,153,-25
179,10,*05ajg*,Ha-Seong Kim,"2B,3B,SS",SD,28.8,180,1
180,10,*05r9j*,Marcelo Mayer,SS,BOS,21.7,215,35
181,10,*05u9q*,Jac Caglianone,1B,KC,21.5,NR,NA
182,10,*01ut7*,Nathan Eovaldi,P,TEX,34.5,222,40
183,10,*041q8*,Brandon Marsh,OF,PHI,26.7,170,-13
184,10,*03aoy*,Sean Murphy,C,ATL,29.9,171,-13
185,10,*05r1m*,Jordan Lawlar,SS,ARI,22.1,163,-22
186,11,*05jsg*,Owen Caissie,OF,CHC,22.1,131,-55
187,1,*04b00*,Brice Turang,"2B,SS",MIL,24.7,136,-51
188,11,*04pkr*,Nico Hoerner,"2B,SS",CHC,27.3,174,-14
189,11,*03dei*,Lane Thomas,OF,CLE,29,213,24
190,11,*04azv*,Jake Burger,"1B,3B",MIA,28.4,230,40
191,11,*03zcy*,Mark Vientos,"1B,3B",NYM,24.7,340,149
192,11,*04ee8*,Heliot Ramos,OF,SF,25,284,92
193,11,*03m6o*,Yandy Diaz,1B,TB,33,165,-28
194,11,*0414g*,Luis Garcia(WSH),2B,WSH,23.9,373,179
195,11,*04my4*,Cal Raleigh,C,SEA,27.7,265,70
196,11,*041r1*,Jesus Luzardo,P,MIA,26.9,181,-15
197,11,*051em*,Kerry Carpenter,OF,DET,27,182,-15
198,11,*04p10*,Bryson Stott,"2B,SS",PHI,26.9,137,-61
199,11,*03sef*,Seth Lugo,P,KC,34.8,207,8
200,11,*05ucd*,Mason Miller,P,OAK,26,185,-15
201,11,*04ug5*,Emmanuel Clase,P,CLE,26.4,186,-15
202,11,*02n96*,Josh Hader,P,HOU,30.4,187,-15
203,11,*03dau*,Trevor Megill,P,MIL,30.7,188,-15
204,11,*0311c*,Devin Williams,P,MIL,29.9,267,63
205,11,*03ql5*,Ryan Helsley,P,STL,30.1,189,-16
206,11,*03dfa*,Tanner Scott,P,SD,30.1,367,161
207,11,*0403o*,Andres Munoz,P,SEA,25.6,190,-17
208,11,*04a2t*,Kodai Senga,P,NYM,31.6,191,-17
209,11,*04nx3*,Jonathan India,2B,CIN,27.7,224,15
210,11,*03pjl*,Ryan Mountcastle,1B,BAL,27.5,196,-14
211,11,*03qmh*,Jake Cronenworth,"1B,2B",SD,30.6,197,-14
212,11,*060ub*,Colt Emerson,SS,SEA,19.1,172,-40
213,11,*04ep8*,Kutter Crawford,P,BOS,28.4,198,-15
214,11,*01srb*,Jameson Taillon,P,CHC,32.8,335,121
215,11,*041sz*,Tobias Myers,P,MIL,26,316,101
216,11,*03oh0*,Willson Contreras,C,STL,32.3,218,2
217,11,*03nri*,Lourdes Gurriel Jr.,OF,ARI,30.8,210,-7
218,11,*025j1*,Robbie Ray,P,SF,32.9,316,98
219,11,*03bin*,Nestor Cortes Jr.,P,NYY,29.7,208,-11
220,11,*02mwq*,Zach Eflin,P,BAL,30.4,223,3
221,11,*03ae8*,Dansby Swanson,SS,CHC,30.5,173,-48
222,11,*04pq4*,Kyle Bradish,P,BAL,27.9,209,-13
223,11,*04mlr*,Jeffrey Springs,P,TB,31.9,211,-12
224,11,*0596f*,Heston Kjerstad,OF,BAL,25.5,212,-12
225,11,*04pbp*,Christopher Morel,"2B,3B,OF",TB,25.2,201,-24
226,11,*01spl*,Jurickson Profar,OF,SD,31.5,247,21
227,11,*04prt*,Lawrence Butler,OF,OAK,24.1,554,327
228,11,*025i9*,J.T. Realmuto,C,PHI,33.4,167,-61
229,11,*04ppj*,Jeremy Pena,SS,HOU,26.9,216,-13
230,11,*041xv*,Nathaniel Lowe,1B,TEX,29.1,164,-66
231,11,*062pp*,Xavier Isaac,1B,TB,20.7,169,-62
232,11,*05rfc*,Lazaro Montes,"1B,OF",SEA,19.8,166,-66
233,11,*05jr0*,Alec Burleson,"1B,OF",STL,25.7,193,-40
234,11,*04yk2*,Spencer Torkelson,1B,DET,25,250,16
235,11,*05rfu*,Kyle Manzardo,1B,CLE,24.1,195,-40
236,11,*062k5*,Nick Kurtz,1B,OAK,21.4,236,0
237,11,*05y7x*,Cole Young,SS,SEA,21.1,253,16
238,11,*05rcg*,Braden Montgomery,OF,BOS,21.3,NR,NA
239,11,*04ru5*,Andy Pages,OF,LAD,23.7,219,-20
240,11,*0515o*,Brandon Sproat,P,NYM,23.9,329,89
241,11,*04px8*,Reese Olson,P,DET,25.1,220,-21
242,11,*03pov*,Brady Singer,P,KC,28,241,-1
243,11,*0316j*,Nick Pivetta,P,BOS,31.5,221,-22
244,11,*04ml0*,Yusei Kikuchi,P,HOU,33.2,242,-2
245,11,*045gu*,TJ Friedl,OF,CIN,29,262,17
246,11,*05u96*,Bryce Eldridge,OF,SF,19.8,341,95
247,11,*04ydi*,Ronel Blanco,P,HOU,31,200,-47
248,11,*03avk*,Luis Rengifo,"2B,3B,SS,OF",LAA,27.5,325,77
249,11,*04ai4*,Nolan Gorman,"2B,3B",STL,24.3,175,-74
250,11,*02mzg*,Max Muncy,3B,LAD,22,251,1
251,11,*02i2k*,Byron Buxton,OF,MIN,30.7,225,-26
252,11,*05xor*,Christian Encarnacion-Strand,1B,CIN,24.7,226,-26
253,12,*05lg3*,Brandon Pfaadt,P,ARI,25.8,227,-26
254,12,*05rik*,Bubba Chandler,P,PIT,21.9,331,77
255,12,*03de9*,Rhys Hoskins,1B,MIL,31.4,229,-26
256,12,*052c8*,Cristopher Sanchez,P,PHI,27.7,203,-53
257,12,*01u75*,Salvador Perez,"C,1B",KC,34.3,230,-27
258,12,*05js3*,Kyle Harrison,P,SF,23,259,1
259,12,*01sy3*,Nolan Arenado,3B,STL,33.4,232,-27
260,12,*03aac*,Walker Buehler,P,LAD,30.1,233,-27
261,12,*02hjp*,Jacob deGrom,P,TEX,36.2,381,120
262,12,*05yo5*,Ben Rice,"C,1B",NYY,25.5,321,59
263,12,*02i11*,Jorge Soler,"OF,UT",ATL,32.5,295,32
264,12,*05gsi*,Ceddanne Rafaela,"SS,OF",BOS,23.9,287,23
265,12,*05ub0*,Zack Gelof,2B,OAK,24.8,209,-56
266,12,*041sq*,Tommy Edman,"2B,SS,OF",LAD,29.3,236,-30
267,12,*05gbf*,Jordan Walker,OF,STL,22.2,239,-28
268,12,*01c5l*,Yu Darvish,P,SD,38,240,-28
269,12,*052ru*,Josh Smith,"3B,SS,OF",TEX,27.5,399,130
270,12,*04ok3*,Michael Toglia,"1B,OF",COL,26,368,98
271,12,*04ali*,Edward Cabrera,P,MIA,26.4,272,1
272,12,*05a2d*,Max Meyer,P,MIA,25.4,334,62
273,12,*05yj0*,Chase Dollander,P,COL,22.8,278,5
274,12,*03qr0*,Cedric Mullins,OF,BAL,29.9,245,-29
275,12,*03pje*,Taylor Ward,OF,LAA,30.7,202,-73
276,12,*04ggr*,Jarred Kelenic,OF,ATL,25.1,204,-72
277,12,*05y0j*,Spencer Arrighetti,P,HOU,22.6,323,46
278,12,*05u36*,Aidan Miller,3B,PHI,20.2,248,-30
279,12,*04t40*,Brayan Bello,P,BOS,25.3,249,-30
280,12,*03vcw*,Jordan Hicks,P,SF,28,237,-43
281,12,*03qjy*,Brandon Lowe,2B,TB,30.1,304,23
282,12,*05yfl*,Joey Loperfido,OF,TOR,25.3,252,-30
283,12,*05uei*,Chase DeLauter,OF,CLE,22.8,264,-19
284,12,*05xpq*,Christian Scott,P,NYM,25.2,254,-30
285,12,*05131*,Tyler Fitzgerald,"SS,OF",SF,26.9,NR,NA
286,12,*04si2*,Andrew Vaughn,1B,CHW,26.4,232,-54
287,12,*03ab0*,Luis Severino,P,NYM,30.5,256,-31
288,12,*02my5*,Edwin Diaz,P,NYM,30.4,257,-31
289,12,*03mnq*,Carlos Estevez,P,PHI,31.6,368,79
290,12,*041rf*,Shane Bieber,P,CLE,29.2,258,-32
291,12,*05yav*,David Festa,P,MIN,24.5,298,7
292,12,*04pt2*,Lars Nootbaar,OF,STL,27,260,-32
293,12,*04o4s*,Shea Langeliers,C,OAK,26.8,268,-25
294,12,*05yby*,Kevin McGonigle,SS,DET,20,289,-5
295,12,*03btu*,Willi Castro,"2B,3B,SS,OF",MIN,27.3,238,-57
296,12,*05ubi*,Brock Wilken,3B,MIL,22.2,351,55
297,12,*06650*,Hayden Birdsong,P,SF,23,414,117
298,12,*03mew*,Luis Arraez,"1B,2B",SD,27.4,266,-32
299,12,*045kb*,Cristian Javier,P,HOU,27.4,243,-56
300,12,*03d6n*,Erick Fedde,P,STL,31.5,297,-3
301,12,*03yso*,A.J. Puk,P,ARI,29.3,463,162
302,12,*03aqv*,Raisel Iglesias,P,ATL,34.6,269,-33
303,12,*0317q*,Griffin Jax,P,MIN,29.7,270,-33
304,12,*04apj*,Jhoan Duran,P,MIN,26.6,271,-33
305,12,*04k0w*,Camilo Doval,P,SF,27.1,273,-32
306,12,*03ann*,Jeff Hoffman,P,PHI,31.6,274,-32
307,12,*04eor*,Cade Smith,P,CLE,22.4,NR,NA
308,12,*03qto*,Evan Phillips,P,LAD,29.9,275,-33
309,12,*02bx4*,Clay Holmes,P,NYY,31.4,276,-33
310,12,*05r01*,Robert Suarez,P,SD,33.5,277,-33
311,12,*066sx*,Jonny Farmelo,SS,SEA,19.9,352,41
312,12,*05uy1*,Justyn-Henry Malloy,"3B,OF",DET,24.5,454,142
313,12,*05rch*,Colson Montgomery,"3B,SS",CHW,22.5,234,-79
314,12,*041q6*,Nolan Jones,"1B,OF",COL,26.3,279,-35
315,12,*04z6m*,Agustin Ramirez,C,MIA,22.9,280,-35
316,12,*05wxy*,Kyle Teel,C,BOS,22.5,281,-35
317,12,*05xtz*,Dalton Rushing,C,LAD,23.5,282,-35
318,12,*05rbs*,Moises Ballesteros,C,CHC,20.8,283,-35
319,12,*06625*,Joendry Vargas,SS,LAD,18.8,314,-5
320,13,*05gww*,Cade Horton,P,CHC,23,217,-103
321,13,*04o78*,Matt Wallner,OF,MIN,26.7,423,102
322,13,*03qo0*,Pete Fairbanks,P,TB,30.7,288,-34
323,13,*04efa*,Daulton Varsho,OF,TOR,28.1,261,-62
324,13,*04tlv*,Bryan Abreu,P,HOU,27.3,291,-33
325,13,*051e5*,Matt Waldron,P,SD,27.9,401,76
326,13,*05ynx*,River Ryan,P,LAD,26,499,173
327,13,*04ysv*,Adael Amador,"2B,SS",COL,21.4,318,-9
328,13,*051b4*,Jordan Beck,OF,COL,23.3,294,-34
329,13,*05ge1*,Ryan Clifford,"1B,OF",NYM,21.1,372,43
330,13,*04pmn*,Parker Meadows,OF,DET,24.8,313,-17
331,13,*0622t*,Jacob Wilson,SS,OAK,22.4,398,67
332,13,*05rb3*,Chase Burns,P,CIN,21.6,NR,NA
333,13,*05zd4*,Hagen Smith,P,CHW,21,NR,NA
334,13,*066cf*,Zebby Matthews,P,MIN,24.2,327,-7
335,13,*060gd*,Quinn Mathews,P,STL,23.9,328,-7
336,13,*05zh9*,Luke Keaschall,2B,MIN,22,322,-14
337,13,*05tp6*,Thomas White,P,MIA,19.9,332,-5
338,13,*05yb1*,Drew Thorpe,P,CHW,23.9,300,-38
339,13,*061bo*,Rhett Lowder,P,CIN,22.5,357,18
340,13,*060gg*,Adam Mazur,P,MIA,23.3,366,26
341,13,*02x0f*,Sean Manaea,P,NYM,32.6,369,28
342,13,*05jpx*,Tink Hence,P,STL,22,320,-22
343,13,*03di6*,Jordan Romano,P,TOR,31.3,303,-40
344,13,*05ahg*,Austin Wells,C,NYY,25.1,492,148
345,13,*06f0q*,Kristian Campbell,SS,BOS,22.1,387,42
346,13,*01ual*,Paul Goldschmidt,1B,STL,37,306,-40
347,13,*03dbo*,Jordan Montgomery,P,ARI,31.7,307,-40
348,13,*05yj1*,Nolan Schanuel,1B,LAA,22.5,470,122
349,13,*05rc3*,Masataka Yoshida,OF,BOS,31.1,379,30
350,13,*05u3u*,Konnor Griffin,SS,PIT,18.3,NR,NA
351,13,*059bx*,Brady House,SS,WSH,21.2,309,-42
352,13,*05mx9*,Felnin Celesten,SS,SEA,18.9,235,-117
353,13,*05yai*,Bryce Rainer,SS,DET,19.1,NR,NA
354,13,*05nsq*,Deyvison De Los Santos,3B,MIA,21.2,377,23
355,13,*04yrs*,Jhonkensy Noel,"3B,OF",CLE,23.1,371,16
356,13,*04pse*,Brendan Donovan,"1B,2B,OF",STL,27.6,285,-71
357,13,*02hj7*,Merrill Kelly,P,ARI,35.9,311,-46
358,13,*05raw*,Harry Ford,C,SEA,21.5,312,-46
359,13,*02bxv*,Jon Gray,P,TEX,32.8,336,-23
360,13,*04y95*,JJ Bleday,OF,OAK,26.8,391,31
361,13,*04c0o*,Jose Soriano,P,LAA,25.8,337,-24
362,13,*04mnw*,Ryan Weathers,P,MIA,24.7,315,-47
363,13,*05xop*,Cade Povich,P,BAL,24.4,317,-46
364,13,*02iug*,Michael Wacha,P,KC,33.1,343,-21
365,13,*02c2h*,Chris Bassitt,P,TOR,35.5,344,-21
366,13,*04s1g*,Gabriel Moreno,C,ARI,24.5,319,-47
367,13,*02mwg*,Jesse Winker,"OF,UT",NYM,31,402,35
368,13,*061zv*,Josue De Paula,OF,LAD,19.2,349,-19
369,13,*05xty*,Dylan Beavers,OF,BAL,23,339,-30
370,13,*06ibo*,Emil Morales,SS,LAD,17.9,437,67
371,13,*05ucf*,James Triantos,"3B,SS",CHC,21.6,413,42
372,13,*04esz*,Chas McCormick,OF,HOU,29.3,246,-126
373,13,*05uy5*,AJ Smith-Shawver,P,ATL,21.7,404,31
374,13,*02jh6*,Eugenio Suarez,3B,ARI,33.1,469,95
375,13,*031d4*,Zack Littell,P,TB,28.9,326,-49
376,13,*04ee7*,Clarke Schmidt,P,NYY,28.5,301,-75
377,13,*051dl*,Edouard Julien,2B,MIN,25.3,263,-114
378,13,*067xj*,Cooper Pratt,SS,MIL,20,388,10
379,13,*05rb1*,Sal Frelick,OF,MIL,24.3,299,-80
380,13,*060la*,Jett Williams,SS,NYM,20.8,330,-50
381,13,*0312g*,Tyler Mahle,P,TEX,29.9,557,176
382,13,*063e5*,Caden Dana,P,LAA,20.7,356,-26
383,13,*06cq8*,Christian Moore,2B,LAA,21.8,NR,NA
384,13,*03nru*,Jesus Sanchez,OF,MIA,26.9,501,117
385,13,*03pix*,Tyler Stephenson,C,CIN,28,625,240
386,13,*05xu0*,Drew Gilbert,OF,NYM,23.9,359,-27
387,13,*05un2*,Edgar Quero,C,CHW,21.4,362,-25
388,13,*041e3*,Braxton Garrett,P,MIA,27,338,-50
389,13,*062yr*,Noble Meyer,P,MIA,19.6,365,-24
390,13,*04en7*,Garrett Mitchell,OF,MIL,26,514,124
391,13,*03d7g*,Alex Verdugo,OF,NYY,28.3,305,-86
392,13,*01cdf*,Giancarlo Stanton,OF,NYY,34.8,342,-50
393,13,*05zya*,Thomas Harrington,P,PIT,23.1,478,85
394,13,*02bqh*,Trevor Story,SS,BOS,31.8,354,-40
395,13,*05m49*,Jung Hoo Lee,OF,SF,26,355,-40
396,13,*0603p*,Hurston Waldrep,P,ATL,22.5,345,-51
397,13,*04mrn*,Bo Naylor,C,CLE,24.5,346,-51
398,13,*04pmu*,Ryan Jeffers,C,MIN,27.2,347,-51
399,13,*025kd*,Jose Quintana,P,NYM,35.6,NR,NA
400,13,*05js6*,Ricky Tiedemann,P,TOR,22,348,-52
401,13,*0641c*,Zach Dezenzo,3B,HOU,24.3,430,29
402,13,*061gx*,Jacob Melton,OF,HOU,24,364,-38
403,13,*0310z*,J.P. Crawford,SS,SEA,29.6,350,-53
404,13,*04efc*,Tyler Freeman,"2B,3B,SS,OF",CLE,25.3,324,-80
