Ranking,Tier,Player ID,Player,Position,Team,Age,Previous,Movement
152,10,*060x1*,Wilyer Abreu,OF,BOS,25.2,177,25
153,10,*05144*,Hunter Brown,P,HOU,26,153,0
154,10,*0513c*,Joey Ortiz,"2B,3B",MIL,26.2,133,-21
155,10,*02bq2*,Brandon Nimmo,OF,NYM,31.5,112,-43
156,10,*05rb0*,Jackson Jobe,P,DET,22.1,134,-22
157,10,*0260v*,Sonny Gray,P,STL,34.9,145,-12
158,10,*04cd5*,MacKenzie Gore,P,WSH,25.6,158,0
159,10,*051em*,Kerry Carpenter,OF,DET,27,197,38
160,10,*031t0*,Gleyber Torres,2B,NYY,27.8,161,1
161,10,*03ae8*,Dansby Swanson,SS,CHC,30.6,221,60
162,10,*04azv*,Jake Burger,"1B,3B",MIA,28.4,190,28
163,10,*02c2r*,Carlos Rodon,P,NYY,31.8,174,11
164,10,*04p10*,Bryson Stott,"2B,SS",PHI,26.9,150,-14
165,10,*04ppj*,Jeremy Pena,SS,HOU,27,228,63
166,10,*04pr1*,Steven Kwan,OF,CLE,27,113,-53
167,10,*05t9n*,Carson Williams,SS,TB,21.2,152,-15
168,10,*0414g*,Luis Garcia(WSH),2B,WSH,24,180,12
169,10,*05xtz*,Dalton Rushing,C,LAD,23.6,253,84
170,10,*05mdt*,Evan Carter,OF,TEX,22,171,1
171,10,*05u96*,Bryce Eldridge,OF,SF,19.9,243,72
172,10,*03et8*,Ranger Suarez,P,PHI,29.1,172,0
173,10,*02mwk*,Jose Berrios,P,TOR,30.3,173,0
174,10,*05jq2*,Andrew Abbott,P,CIN,25.3,156,-18
175,10,*01uc9*,Nick Castellanos,OF,PHI,32.5,176,1
176,10,*03d7h*,Mitch Keller,P,PIT,28.4,168,-8
177,10,*041sq*,Tommy Edman,"2B,SS,OF",LAD,29.4,260,83
178,10,*04q56*,Logan O'Hoppe,C,LAA,24.6,131,-47
179,10,*05u9q*,Jac Caglianone,1B,KC,21.6,182,3
180,10,*062k5*,Nick Kurtz,1B,OAK,21.5,233,53
181,10,*041q8*,Brandon Marsh,OF,PHI,26.7,184,3
182,10,*03pov*,Brady Singer,P,KC,28.1,239,57
183,10,*05mrx*,Gavin Stone,P,LAD,25.9,164,-19
184,11,*04pkr*,Nico Hoerner,"2B,SS",CHC,27.3,188,4
185,11,*04qnd*,Noelvi Marte,3B,CIN,22.9,130,-55
186,11,*02mwq*,Zach Eflin,P,BAL,30.4,220,34
187,11,*01ut7*,Nathan Eovaldi,P,TEX,34.6,183,-4
188,11,*05ajg*,Ha-Seong Kim,"2B,3B,SS",SD,28.9,194,6
189,11,*03avk*,Luis Rengifo,"2B,3B,SS,OF",LAA,27.5,195,6
190,11,*041r1*,Jesus Luzardo,P,MIA,27,196,6
191,11,*04t9b*,Michael Busch,"1B,3B",CHC,26.8,178,-13
192,11,*05rfc*,Lazaro Montes,"1B,OF",SEA,19.9,230,38
193,11,*04ee8*,Heliot Ramos,OF,SF,25,192,-1
194,11,*05rik*,Bubba Chandler,P,PIT,22,250,56
195,11,*03sef*,Seth Lugo,P,KC,34.8,199,4
196,11,*05ucd*,Mason Miller,P,OAK,26.1,200,4
197,11,*04ug5*,Emmanuel Clase,P,CLE,26.5,201,4
198,11,*02n96*,Josh Hader,P,HOU,30.4,202,4
199,11,*03dau*,Trevor Megill,P,MIL,30.8,203,4
200,11,*0311c*,Devin Williams,P,MIL,30,204,4
201,11,*03ql5*,Ryan Helsley,P,STL,30.2,205,4
202,11,*03dfa*,Tanner Scott,P,SD,30.2,206,4
203,11,*0403o*,Andres Munoz,P,SEA,25.7,207,4
204,11,*04a2t*,Kodai Senga,P,NYM,31.6,208,4
205,11,*04mlr*,Jeffrey Springs,P,TB,32,223,18
206,11,*052c8*,Cristopher Sanchez,P,PHI,27.8,209,3
207,11,*05gsi*,Ceddanne Rafaela,"SS,OF",BOS,24,225,18
208,11,*04aq4*,Adolis Garcia,OF,TEX,31.5,175,-33
209,11,*03nri*,Lourdes Gurriel Jr.,OF,ARI,30.9,218,9
210,11,*06f0q*,Kristian Campbell,SS,BOS,22.2,341,131
211,11,*05r1m*,Jordan Lawlar,SS,ARI,22.2,186,-25
212,11,*04yk2*,Spencer Torkelson,1B,DET,25.1,231,19
213,11,*04s1h*,Luis Gil,P,NYY,26.3,141,-72
214,11,*04yig*,Brooks Lee,"3B,SS",MIN,23.6,141,-73
215,11,*05lg3*,Brandon Pfaadt,P,ARI,25.9,249,34
216,11,*041sz*,Tobias Myers,P,MIL,26.1,216,0
217,11,*03oh0*,Willson Contreras,C,STL,32.3,217,0
218,11,*0310n*,Ryan McMahon,"2B,3B",COL,29.8,198,-20
219,11,*025he*,George Springer,OF,TOR,35,159,-60
220,11,*04pq4*,Kyle Bradish,P,BAL,28,222,2
221,11,*0596f*,Heston Kjerstad,OF,BAL,25.6,224,3
222,11,*05rfu*,Kyle Manzardo,1B,CLE,24.2,232,10
223,11,*02mzg*,Max Muncy,3B,LAD,22.1,275,52
224,11,*04071*,Isaac Paredes,"1B,2B,3B",CHC,25.6,115,-109
225,11,*025i9*,J.T. Realmuto,C,PHI,33.5,227,2
226,11,*03aoy*,Sean Murphy,C,ATL,29.9,185,-41
227,11,*05131*,Tyler Fitzgerald,"SS,OF",SF,27,356,129
228,11,*05jsg*,Owen Caissie,OF,CHC,22.2,187,-41
229,11,*05yj0*,Chase Dollander,P,COL,22.9,267,38
230,11,*062pp*,Xavier Isaac,1B,TB,20.7,229,-1
231,11,*03m6o*,Yandy Diaz,1B,TB,33.1,193,-38
232,11,*05r9j*,Marcelo Mayer,SS,BOS,21.8,181,-51
233,11,*05rcg*,Braden Montgomery,OF,BOS,21.4,235,2
234,11,*05xor*,Christian Encarnacion-Strand,1B,CIN,24.8,248,14
235,11,*0515o*,Brandon Sproat,P,NYM,24,237,2
236,11,*04px8*,Reese Olson,P,DET,25.1,238,2
237,11,*04ep8*,Kutter Crawford,P,BOS,28.5,214,-23
238,11,*03bin*,Nestor Cortes Jr.,P,NYY,29.8,219,-19
239,11,*04ml0*,Yusei Kikuchi,P,HOU,33.2,241,2
240,11,*04t40*,Brayan Bello,P,BOS,25.3,273,33
241,11,*01spl*,Jurickson Profar,OF,SD,31.6,242,1
242,11,*05rch*,Colson Montgomery,"3B,SS",CHW,22.5,308,66
243,11,*04ydi*,Ronel Blanco,P,HOU,31,244,1
244,11,*03qmh*,Jake Cronenworth,"1B,2B",SD,30.6,212,-32
245,11,*041qh*,Jose Miranda,3B,MIN,26.2,169,-76
246,11,*04nx3*,Jonathan India,2B,CIN,27.7,246,0
247,11,*02i2k*,Byron Buxton,OF,MIN,30.7,247,0
248,11,*03pjl*,Ryan Mountcastle,1B,BAL,27.6,211,-37
249,11,*05jr0*,Alec Burleson,"1B,OF",STL,25.8,210,-39
250,11,*03dei*,Lane Thomas,OF,CLE,29.1,189,-61
251,11,*060gd*,Quinn Mathews,P,STL,23.9,331,80
252,11,*04azu*,Kumar Rocker,P,TEX,24.8,595,343
253,11,*05ycl*,Travis Sykora,P,WSH,20.4,469,216
254,11,*05tp6*,Thomas White,P,MIA,20,333,79
255,11,*041xv*,Nathaniel Lowe,1B,TEX,29.2,252,-3
256,12,*01srb*,Jameson Taillon,P,CHC,32.8,215,-41
257,12,*01u75*,Salvador Perez,"C,1B",KC,34.4,253,-4
258,12,*03de9*,Rhys Hoskins,1B,MIL,31.5,251,-7
259,12,*01sy3*,Nolan Arenado,3B,STL,33.4,255,-4
260,12,*03qjy*,Brandon Lowe,2B,TB,30.2,340,80
261,12,*05ub0*,Zack Gelof,2B,OAK,24.9,259,-2
262,12,*05js3*,Kyle Harrison,P,SF,23.1,254,-8
263,12,*03aac*,Walker Buehler,P,LAD,30.1,256,-7
264,12,*04my4*,Cal Raleigh,C,SEA,27.8,257,-7
265,12,*04pbp*,Christopher Morel,"2B,3B,OF",TB,25.2,258,-7
266,12,*04pt2*,Lars Nootbaar,OF,STL,27,286,20
267,12,*04y95*,JJ Bleday,OF,OAK,26.8,406,139
268,12,*05gbf*,Jordan Walker,OF,STL,22.3,261,-7
269,12,*01c5l*,Yu Darvish,P,SD,38.1,262,-7
270,12,*051wv*,Pete Crow-Armstrong,OF,CHC,22.5,407,137
271,12,*05ahg*,Austin Wells,C,NYY,25.2,369,98
272,12,*060ub*,Colt Emerson,SS,SEA,19.1,213,-59
273,12,*05yav*,David Festa,P,MIN,24.5,285,12
274,12,*061bo*,Rhett Lowder,P,CIN,22.5,335,61
275,12,*066sx*,Jonny Farmelo,OF,SEA,20,306,31
276,12,*041ai*,Gavin Lux,2B,LAD,26.8,412,136
277,12,*03qr0*,Cedric Mullins,OF,BAL,30,268,-9
278,12,*03pje*,Taylor Ward,OF,LAA,30.8,269,-9
279,12,*05yby*,Kevin McGonigle,SS,DET,20.1,288,9
280,12,*05y0j*,Spencer Arrighetti,P,HOU,22.7,271,-9
281,12,*05u36*,Aidan Miller,3B,PHI,20.3,272,-9
282,12,*05xpq*,Christian Scott,P,NYM,25.2,278,-4
283,12,*03ab0*,Luis Severino,P,NYM,30.6,281,-2
284,12,*04pmn*,Parker Meadows,OF,DET,24.9,326,42
285,12,*04o78*,Matt Wallner,OF,MIN,26.8,344,59
286,12,*05uei*,Chase DeLauter,OF,CLE,22.9,277,-9
287,12,*02hjp*,Jacob deGrom,P,TEX,36.2,314,27
288,12,*03qyv*,Jake McCarthy,OF,ARI,27.1,515,227
289,12,*04efa*,Daulton Varsho,OF,TOR,28.2,319,30
290,12,*04ok3*,Michael Toglia,"1B,OF",COL,26.1,264,-26
291,12,*02my5*,Edwin Diaz,P,NYM,30.5,282,-9
292,12,*03mnq*,Carlos Estevez,P,PHI,31.7,283,-9
293,12,*041rf*,Shane Bieber,P,CLE,29.3,284,-9
294,12,*045gu*,TJ Friedl,OF,CIN,29.1,263,-31
295,12,*05jpx*,Tink Hence,P,STL,22.1,338,43
296,12,*060jo*,Cam Smith,3B,CHC,21.6,354,58
297,12,*04o4s*,Shea Langeliers,C,OAK,26.8,287,-10
298,12,*03pix*,Tyler Stephenson,C,CIN,28.1,381,83
299,12,*06625*,Joendry Vargas,SS,LAD,18.8,315,16
300,12,*05zh9*,Luke Keaschall,2B,MIN,22.1,332,32
301,12,*04ru5*,Andy Pages,OF,LAD,23.8,236,-65
302,12,*03pzn*,Andres Gimenez,2B,CLE,26,162,-140
303,12,*04b00*,Brice Turang,"2B,SS",MIL,24.8,149,-154
304,12,*04n8z*,Xavier Edwards,"2B,SS",MIA,25.1,482,178
305,12,*0622t*,Jacob Wilson,SS,OAK,22.5,327,22
306,12,*06650*,Hayden Birdsong,P,SF,23,291,-15
307,12,*04yrs*,Jhonkensy Noel,"3B,OF",CLE,23.2,351,44
308,12,*03mew*,Luis Arraez,"1B,2B",SD,27.4,292,-16
309,12,*045kb*,Cristian Javier,P,HOU,27.5,293,-16
310,12,*03d6n*,Erick Fedde,P,STL,31.6,294,-16
311,12,*03yso*,A.J. Puk,P,ARI,29.4,295,-16
312,12,*03aqv*,Raisel Iglesias,P,ATL,34.7,296,-16
313,12,*0317q*,Griffin Jax,P,MIN,29.8,297,-16
314,12,*0316j*,Nick Pivetta,P,BOS,31.6,240,-74
315,12,*04apj*,Jhoan Duran,P,MIN,26.7,298,-17
316,12,*025j1*,Robbie Ray,P,SF,33,299,-17
317,12,*04k0w*,Camilo Doval,P,SF,27.2,300,-17
318,12,*03ann*,Jeff Hoffman,P,PHI,31.7,301,-17
319,12,*04eor*,Cade Smith,P,CLE,22.4,302,-17
320,12,*03qto*,Evan Phillips,P,LAD,30,303,-17
321,12,*02bx4*,Clay Holmes,P,NYY,31.5,304,-17
322,12,*05r01*,Robert Suarez,P,SD,33.5,305,-17
323,12,*05a2d*,Max Meyer,P,MIA,25.5,266,-57
324,12,*061zv*,Josue De Paula,OF,LAD,19.3,364,40
325,12,*05ge1*,Ryan Clifford,"1B,OF",NYM,21.2,325,0
326,12,*04ggr*,Jarred Kelenic,OF,ATL,25.2,270,-56
327,12,*041q6*,Nolan Jones,"1B,OF",COL,26.4,309,-18
328,12,*02jh6*,Eugenio Suarez,3B,ARI,33.2,370,42
329,12,*05wxy*,Kyle Teel,C,BOS,22.6,311,-18
330,12,*04pse*,Brendan Donovan,"1B,2B,OF",STL,27.7,352,22
331,12,*05rbs*,Moises Ballesteros,C,CHC,20.8,313,-18
332,12,*02x0f*,Sean Manaea,P,NYM,32.6,337,5
333,12,*060la*,Jett Williams,SS,NYM,20.9,376,43
334,12,*063e5*,Caden Dana,P,LAA,20.7,378,44
335,13,*03btu*,Willi Castro,"2B,3B,SS,OF",MIN,27.4,289,-46
336,13,*03qo0*,Pete Fairbanks,P,TB,30.7,318,-18
337,13,*05yid*,Michael Arroyo,SS,SEA,19.9,524,187
338,13,*04tlv*,Bryan Abreu,P,HOU,27.4,320,-18
339,13,*04ali*,Edward Cabrera,P,MIA,26.4,265,-74
340,13,*05ynx*,River Ryan,P,LAD,26.1,322,-18
341,13,*04ysv*,Adael Amador,"2B,SS",COL,21.4,323,-18
342,13,*04si2*,Andrew Vaughn,1B,CHW,26.4,280,-62
343,13,*03vcw*,Jordan Hicks,P,SF,28,274,-69
344,13,*05nsq*,Deyvison De Los Santos,3B,MIA,21.2,350,6
345,13,*06ibo*,Emil Morales,SS,LAD,18,366,21
346,13,*05rb3*,Chase Burns,P,CIN,21.7,328,-18
347,13,*05zd4*,Hagen Smith,P,CHW,21.1,329,-18
348,13,*066cf*,Zebby Matthews,P,MIN,24.3,330,-18
349,13,*05zya*,Thomas Harrington,P,PIT,23.2,389,40
350,13,*04ee7*,Clarke Schmidt,P,NYY,28.6,372,22
351,13,*066mo*,Robert Calaz,OF,COL,18.8,433,82
352,13,*05yfl*,Joey Loperfido,OF,TOR,25.3,276,-76
353,13,*05yb1*,Drew Thorpe,P,CHW,24,334,-19
354,13,*05gww*,Cade Horton,P,CHC,23.1,316,-38
355,13,*05jri*,Alejandro Rosario,P,TEX,22.7,571,216
356,13,*0603p*,Hurston Waldrep,P,ATL,22.5,392,36
357,13,*04fyo*,Ronny Mauricio,2B,NYM,23.4,420,63
358,13,*02c2h*,Chris Bassitt,P,TOR,35.6,362,4
359,13,*02bqh*,Trevor Story,SS,BOS,31.8,390,31
360,13,*02i11*,Jorge Soler,"OF,UT",ATL,32.6,317,-43
361,13,*03di6*,Jordan Romano,P,TOR,31.4,339,-22
362,13,*04s1g*,Gabriel Moreno,C,ARI,24.6,363,1
363,13,*04z6m*,Agustin Ramirez,C,MIA,23,310,-53
364,13,*01ual*,Paul Goldschmidt,1B,STL,37,342,-22
365,13,*06cq8*,Christian Moore,2B,LAA,21.9,379,14
366,13,*05ucf*,James Triantos,"3B,SS",CHC,21.6,367,1
367,13,*051b4*,Jordan Beck,OF,COL,23.4,324,-43
368,13,*05u3u*,Konnor Griffin,SS,PIT,18.4,346,-22
369,13,*059bx*,Brady House,SS,WSH,21.3,347,-22
370,13,*05mx9*,Felnin Celesten,SS,SEA,19,348,-22
371,13,*05yai*,Bryce Rainer,SS,DET,19.2,349,-22
372,13,*05yj1*,Nolan Schanuel,1B,LAA,22.6,423,51
373,13,*051ia*,Spencer Horwitz,"1B,2B",TOR,26.8,472,99
374,13,*05rc3*,Masataka Yoshida,OF,BOS,31.2,432,58
375,13,*02hj7*,Merrill Kelly,P,ARI,35.9,353,-22
376,13,*05jn0*,Adrian Del Castillo,C,ARI,25,NR,NA
377,13,*0630d*,Drake Baldwin,C,ATL,23.5,667,290
378,13,*04ai4*,Nolan Gorman,"2B,3B",STL,24.3,245,-133
379,13,*04c0o*,Jose Soriano,P,LAA,25.9,357,-22
380,13,*04mnw*,Ryan Weathers,P,MIA,24.7,358,-22
381,13,*04yid*,Ryne Nelson,P,ARI,26.6,499,118
382,13,*05xop*,Cade Povich,P,BAL,24.4,360,-22
383,13,*02iug*,Michael Wacha,P,KC,33.2,361,-22
384,13,*05yo5*,Ben Rice,"C,1B",NYY,25.6,307,-77
385,13,*05raw*,Harry Ford,C,SEA,21.6,354,-31
386,13,*05un2*,Edgar Quero,C,CHW,21.4,383,-3
387,13,*052ru*,Josh Smith,"3B,SS,OF",TEX,27.6,279,-108
388,13,*05yix*,Jaison Chourio,OF,CLE,19.3,415,27
389,13,*05xty*,Dylan Beavers,OF,BAL,23.1,365,-24
390,13,*05ubi*,Brock Wilken,3B,MIL,22.2,290,-100
391,13,*0421k*,Bowden Francis,P,TOR,28.4,779,388
392,13,*02bxv*,Jon Gray,P,TEX,32.9,355,-37
393,13,*05y7x*,Cole Young,SS,SEA,21.1,234,-159
394,13,*0514o*,Cody Bradford,P,TEX,26.6,640,246
395,13,*04eld*,J.P. Sears,P,OAK,28.6,419,24
396,13,*05y7n*,Jarlin Susana,P,WSH,20.5,468,72
397,13,*061yu*,Jacob Misiorowski,P,MIL,22.4,408,11
398,13,*04pbq*,Geraldo Perdomo,"2B,3B,SS",ARI,24.9,622,224
399,13,*067xj*,Cooper Pratt,SS,MIL,20.1,374,-25
400,13,*05rb1*,Sal Frelick,OF,MIL,24.4,375,-25
401,13,*06eyu*,Zyhir Hope,OF,LAD,19.6,538,137
402,13,*03pji*,Ke'Bryan Hayes,3B,PIT,27.6,377,-25
403,13,*031d4*,Zack Littell,P,TB,28.9,371,-32
404,13,*04mrn*,Bo Naylor,C,CLE,24.6,393,-11
