Ranking,Tier,Player ID,Player,Position,Team,Age,Previous,Movement
137,10,*03pje*,Taylor Ward,OF,LAA,30.4,251,114
138,10,*02mwk*,Jose Berrios,P,TOR,30,188,50
139,10,*0260v*,Sonny Gray,P,STL,34.5,186,47
140,10,*02mwq*,Zach Eflin,P,TB,30.1,119,-21
141,10,*05rfu*,Kyle Manzardo,1B,CLE,23.8,136,-5
142,10,*04071*,Isaac Paredes,"1B,3B",TB,25.2,212,70
143,10,*05uei*,Chase DeLauter,OF,CLE,22.6,115,-28
144,10,*04ru5*,Andy Pages,OF,LAD,23.4,278,134
145,10,*04mn5*,Alec Bohm,"1B,3B",PHI,27.8,178,33
146,10,*04ppj*,Jeremy Pena,SS,HOU,26.6,257,111
147,10,*054p6*,Emmanuel Rodriguez,OF,MIN,21.2,227,80
148,10,*051em*,Kerry Carpenter,OF,DET,26.7,219,71
149,10,*04pq4*,Kyle Bradish,P,BAL,27.7,185,36
150,10,*02bqy*,Joe Musgrove,P,SD,31.4,99,-51
151,10,*04cwf*,Shane Baz,P,TB,24.9,143,-8
152,10,*05rbv*,Samuel Basallo,C,BAL,19.7,144,-8
153,10,*05r3i*,Andrew Painter,P,PHI,21.1,165,12
154,10,*01uca*,Chris Sale,P,ATL,35.1,161,7
155,11,*04ug5*,Emmanuel Clase,P,CLE,26.1,146,-9
156,11,*02n96*,Josh Hader,P,HOU,30.1,147,-9
157,11,*02my5*,Edwin Diaz,P,NYM,30.1,148,-9
158,11,*05ucd*,Mason Miller,P,OAK,25.7,203,45
159,11,*04a2t*,Kodai Senga,P,NYM,31.3,150,-9
160,11,*04pst*,Jarren Duran,OF,BOS,27.7,170,10
161,11,*03nmw*,Ian Happ,OF,CHC,29.7,141,-20
162,11,*03aoy*,Sean Murphy,C,ATL,29.6,152,-10
163,11,*04qnd*,Noelvi Marte,3B,CIN,22.6,145,-18
164,11,*03atq*,Willy Adames,SS,MIL,28.7,220,56
165,11,*04t40*,Brayan Bello,P,BOS,25,155,-10
166,11,*04efa*,Daulton Varsho,OF,TOR,27.8,171,5
167,11,*05u3v*,Walker Jenkins,OF,MIN,19.2,156,-11
168,11,*05jq2*,Andrew Abbott,P,CIN,24.9,168,0
169,11,*03dei*,Lane Thomas,OF,WSH,28.7,138,-31
170,11,*04mra*,Ezequiel Tovar,SS,COL,22.8,159,-11
171,11,*04q56*,Logan O'Hoppe,C,LAA,24.3,208,37
172,11,*0596g*,Reid Detmers,P,LAA,24.8,260,88
173,11,*04pr1*,Steven Kwan,OF,CLE,26.7,213,40
174,11,*041q8*,Brandon Marsh,OF,PHI,26.4,252,78
175,11,*04esz*,Chas McCormick,OF,HOU,29.1,137,-38
176,11,*041xv*,Nathaniel Lowe,1B,TEX,28.8,163,-13
177,11,*0596f*,Heston Kjerstad,UT,BAL,25.2,215,38
178,11,*03oh0*,Willson Contreras,C,STL,32,206,28
179,11,*05gww*,Cade Horton,P,CHC,22.7,166,-13
180,11,*041q6*,Nolan Jones,OF,COL,26,102,-78
181,11,*01uc9*,Nick Castellanos,OF,PHI,32.2,91,-90
182,11,*041wv*,Michael King,P,SD,29,233,51
183,11,*0512m*,Ryan Pepiot,P,TB,26.7,204,21
184,11,*03djk*,Tanner Houck,P,BOS,27.9,491,307
185,11,*060ub*,Colt Emerson,SS,SEA,18.8,181,-4
186,11,*05u9y*,Max Clark,OF,DET,19.4,182,-4
187,12,*05gbf*,Jordan Walker,OF,STL,22,97,-90
188,12,*05xor*,Christian Encarnacion-Strand,1B,CIN,24.4,132,-56
189,12,*04azv*,Jake Burger,3B,MIA,28.1,173,-16
190,12,*02mzg*,Max Muncy,3B,LAD,33.7,174,-16
191,12,*05t9n*,Carson Williams,SS,TB,20.9,259,68
192,12,*04t9b*,Michael Busch,3B,CHC,26.5,246,54
193,12,*05rch*,Colson Montgomery,"3B,SS",CHW,22.2,154,-39
194,12,*04pkr*,Nico Hoerner,"2B,SS",CHC,27,83,-111
195,12,*03pji*,Ke'Bryan Hayes,3B,PIT,27.3,160,-35
196,12,*041sq*,Tommy Edman,"2B,SS,OF",STL,29,158,-38
197,12,*03et8*,Ranger Suarez,P,PHI,28.7,413,216
198,12,*030ud*,Eloy Jimenez,UT,CHW,27.4,179,-19
199,12,*05y62*,Bryan Woo,P,SEA,24.3,205,6
200,12,*05lg3*,Brandon Pfaadt,P,ARI,25.6,197,-3
201,12,*05144*,Hunter Brown,P,HOU,25.7,128,-73
202,12,*03aay*,Thairo Estrada,"2B,SS",SF,28.2,157,-45
203,12,*061mh*,Robby Snelling,P,SD,20.4,184,-19
204,12,*05yfl*,Joey Loperfido,OF,HOU,25,346,142
205,12,*04cd5*,MacKenzie Gore,P,WSH,25.2,250,45
206,12,*041rf*,Shane Bieber,P,CLE,28.9,187,-19
207,12,*03vcw*,Jordan Hicks,P,SF,27.7,315,108
208,12,*05js3*,Kyle Harrison,P,SF,22.7,189,-19
209,12,*03de9*,Rhys Hoskins,1B,MIL,31.1,211,2
210,12,*02bq2*,Brandon Nimmo,OF,NYM,31.1,192,-18
211,12,*05ybr*,Ethan Salas,C,SD,17.9,164,-47
212,12,*05xu5*,Zach Neto,SS,LAA,23.3,235,23
213,12,*04psu*,James Outman,OF,LAD,27,142,-71
214,12,*05rb1*,Sal Frelick,OF,MIL,24,230,16
215,12,*0311c*,Devin Williams,P,MIL,29.6,149,-66
216,12,*0403o*,Andres Munoz,P,SEA,25.3,198,-18
217,12,*03aqv*,Raisel Iglesias,P,ATL,34.3,199,-18
218,12,*04apj*,Jhoan Duran,P,MIN,26.3,200,-18
219,12,*03di6*,Jordan Romano,P,TOR,31,201,-18
220,12,*04k0w*,Camilo Doval,P,SF,26.8,202,-18
221,12,*05xpq*,Christian Scott,P,NYM,24.9,345,124
222,12,*04yig*,Brooks Lee,SS,MIN,23.2,238,16
223,12,*051wv*,Pete Crow-Armstrong,OF,CHC,22.1,167,-56
224,13,*04s1g*,Gabriel Moreno,C,ARI,24.2,151,-73
225,13,*01sy3*,Nolan Arenado,3B,STL,33.1,132,-93
226,13,*04my4*,Cal Raleigh,C,SEA,27.4,207,-19
227,13,*04pt2*,Lars Nootbaar,OF,STL,26.7,180,-47
228,13,*051b4*,Jordan Beck,OF,COL,23,320,92
229,13,*05m49*,Jung Hoo Lee,OF,SF,25.7,289,60
230,13,*04ep8*,Kutter Crawford,P,BOS,28.1,357,127
231,13,*03i81*,Reynaldo Lopez,P,ATL,30.3,398,167
232,13,*04ali*,Edward Cabrera,P,MIA,26.1,311,79
233,13,*03bin*,Nestor Cortes Jr.,P,NYY,29.4,248,15
234,13,*03mew*,Luis Arraez,2B,MIA,27.1,214,-20
235,13,*05jsg*,Owen Caissie,OF,CHC,21.8,228,-7
236,13,*03d7h*,Mitch Keller,P,PIT,28.1,169,-67
237,13,*04ai4*,Nolan Gorman,2B,STL,24,172,-65
238,13,*03nri*,Lourdes Gurriel Jr.,OF,ARI,30.6,256,18
239,13,*01c5l*,Yu Darvish,P,SD,37.7,226,-13
240,13,*05rfc*,Lazaro Montes,"1B,OF",SEA,19.5,314,74
241,13,*04px8*,Reese Olson,P,DET,24.8,264,23
242,13,*05ajh*,Garrett Crochet,P,CHW,24.9,405,163
243,13,*02c2r*,Carlos Rodon,P,NYY,31.4,262,19
244,13,*05js6*,Ricky Tiedemann,P,TOR,21.7,183,-61
245,13,*03pjl*,Ryan Mountcastle,1B,BAL,27.2,255,10
246,13,*02i2q*,Carlos Correa,SS,MIN,29.6,221,-25
247,13,*04nx3*,Jonathan India,2B,CIN,27.4,176,-71
248,13,*03d6s*,Matt Chapman,3B,SF,31,222,-26
249,13,*03ab0*,Luis Severino,P,NYM,30.2,231,-18
250,13,*04eep*,Luis Campusano,C,SD,25.6,224,-26
251,13,*03pon*,Triston McKenzie,P,CLE,26.8,225,-26
252,13,*031d4*,Zack Littell,P,TB,28.6,338,86
253,13,*067yc*,Leodalis De Vries,SS,SD,17.6,281,28
254,13,*04pbp*,Christopher Morel,"OF,UT",CHC,24.9,242,-12
255,13,*02i11*,Jorge Soler,"OF,UT",SF,32.2,209,-46
256,13,*029si*,Eduardo Rodriguez,P,ARI,31.1,229,-27
257,13,*05u2u*,Tyler Black,2B,MIL,23.8,311,54
258,13,*041z2*,Jack Suwinski,OF,PIT,25.8,246,-12
259,13,*02hj7*,Merrill Kelly,P,ARI,35.6,232,-27
260,13,*03qmh*,Jake Cronenworth,"1B,2B",SD,30.3,512,252
261,13,*02c2h*,Chris Bassitt,P,TOR,35.2,234,-27
262,13,*0316j*,Nick Pivetta,P,BOS,31.2,279,17
263,13,*04efc*,Tyler Freeman,3B,CLE,25,543,280
264,13,*02w16*,Anthony Santander,OF,BAL,29.6,240,-24
265,13,*0310z*,J.P. Crawford,SS,SEA,29.3,237,-28
266,13,*062pp*,Xavier Isaac,1B,TB,20.4,313,47
267,13,*04ysv*,Adael Amador,SS,COL,21.1,193,-74
268,13,*05gwy*,Masyn Winn,SS,STL,22.1,244,-24
269,13,*05y2l*,Emmet Sheehan,P,LAD,24.5,191,-78
270,13,*03d7g*,Alex Verdugo,OF,NYY,28,280,10
271,13,*02bqh*,Trevor Story,SS,BOS,31.5,236,-35
272,13,*02i2k*,Byron Buxton,UT,MIN,30.4,243,-29
273,13,*01ut7*,Nathan Eovaldi,P,TEX,34.2,299,26
274,14,*04pmu*,Ryan Jeffers,C,MIN,26.9,384,110
275,14,*05xu0*,Drew Gilbert,OF,NYM,23.6,245,-30
276,14,*041e3*,Braxton Garrett,P,MIA,26.8,253,-23
277,14,*04pmn*,Parker Meadows,OF,DET,24.5,194,-83
278,14,*01ual*,Paul Goldschmidt,1B,STL,36.7,109,-169
279,14,*03whq*,Ty France,1B,SEA,29.8,270,-9
280,14,*04pr8*,Taj Bradley,P,TB,23.1,265,-15
281,14,*05rc3*,Masataka Yoshida,OF,BOS,30.8,193,-88
282,14,*045gu*,TJ Friedl,OF,CIN,28.7,195,-87
283,14,*05u96*,Bryce Eldridge,"OF,SP",SF,19.5,286,3
284,14,*05uc7*,Noah Schultz,P,CHW,20.8,353,69
285,14,*061yu*,Jacob Misiorowski,P,MIL,22.1,271,-14
286,14,*02z0t*,Michael Conforto,OF,SF,31.2,518,232
287,14,*03zcx*,Will Benson,OF,CIN,25.9,294,7
288,14,*0513c*,Joey Ortiz,2B,MIL,25.8,282,-6
289,14,*05a2d*,Max Meyer,P,MIA,25.2,352,63
290,14,*05oxc*,Henry Davis,"OF,UT",PIT,24.7,216,-74
291,14,*04si2*,Andrew Vaughn,1B,CHW,26.1,217,-74
292,14,*05r9j*,Marcelo Mayer,SS,BOS,21.4,258,-34
293,14,*05ubi*,Brock Wilken,3B,MIL,21.9,278,-15
294,14,*060x1*,Wilyer Abreu,OF,BOS,24.9,427,133
295,14,*0310n*,Ryan McMahon,"2B,3B",COL,29.4,302,7
296,14,*05ahe*,Curtis Mead,3B,TB,23.5,210,-86
297,14,*04ml0*,Yusei Kikuchi,P,TOR,32.9,380,83
298,14,*02hg4*,Marcus Stroman,P,NYY,33,263,-35
299,14,*041qr*,Aaron Civale,P,TB,28.9,249,-50
300,14,*04mms*,Orelvis Martinez,SS,TOR,22.5,347,47
301,14,*02hjp*,Jacob deGrom,P,TEX,35.9,266,-35
302,14,*02bu3*,Brandon Woodruff,P,MIL,31.2,267,-35
303,14,*005ih*,Clayton Kershaw,P,LAD,36.1,268,-35
304,14,*03qne*,Chris Paddack,P,MIN,28.3,333,29
305,14,*04ggr*,Jarred Kelenic,OF,ATL,24.8,276,-29
306,14,*05jse*,Tommy Troy,SS,ARI,22.3,304,-2
307,14,*04eqa*,Garrett Whitlock,P,BOS,27.9,412,105
308,14,*04mlf*,Casey Mize,P,DET,27,350,42
309,14,*052c8*,Cristopher Sanchez,P,PHI,27.4,414,105
310,14,*02bxv*,Jon Gray,P,TEX,32.5,434,124
311,14,*060la*,Jett Williams,SS,NYM,20.5,273,-38
312,14,*05raw*,Harry Ford,C,SEA,21.2,274,-38
313,14,*0662o*,Sebastian Walcott,SS,TEX,18.1,275,-38
314,14,*05mrx*,Gavin Stone,P,LAD,25.6,351,37
315,14,*05yb1*,Drew Thorpe,P,CHW,23.6,339,24
316,14,*04y9o*,Jack Leiter,P,TEX,24,455,139
317,14,*05y3p*,Arjun Nimmala,SS,TOR,18.6,453,136
318,14,*04y11*,Luis Matos,OF,SF,22.3,317,-1
319,14,*04mrn*,Bo Naylor,C,CLE,24.2,223,-96
320,14,*05y7x*,Cole Young,SS,SEA,20.8,336,16
321,14,*04yib*,Brett Baty,3B,NYM,24.5,218,-103
322,14,*03d6w*,Jack Flaherty,P,DET,28.6,377,55
323,14,*03pov*,Brady Singer,P,KC,27.8,577,254
324,14,*02yd1*,Jorge Polanco,2B,SEA,30.8,284,-40
325,14,*059bx*,Brady House,SS,WSH,20.9,301,-24
326,14,*06625*,Joendry Vargas,SS,LAD,18.5,306,-20
327,14,*05gsi*,Ceddanne Rafaela,"OF,UT",BOS,23.6,303,-24
328,14,*031b2*,Jonah Heim,C,TEX,28.9,359,31
329,14,*01u75*,Salvador Perez,"C,1B",KC,34,360,31
330,14,*03rmz*,Keibert Ruiz,C,WSH,25.8,288,-42
331,14,*061gx*,Jacob Melton,OF,HOU,23.7,277,-54
332,14,*050ok*,Yennier Cano,P,BAL,,290,-42
333,14,*03qqf*,Alexis Diaz,P,CIN,27.6,291,-42
334,14,*03qto*,Evan Phillips,P,LAD,29.7,292,-42
335,14,*01cdf*,Giancarlo Stanton,OF,NYY,34.5,293,-42
336,15,*05uy5*,AJ Smith-Shawver,P,ATL,21.5,261,-75
337,15,*04eey*,MJ Melendez,"OF,UT",KC,25.4,295,-42
338,15,*027fx*,Jeimer Candelario,"1B,3B",CIN,30.5,269,-69
339,15,*05tce*,Connor Norby,2B,BAL,23.9,439,100
340,15,*04fyo*,Ronny Mauricio,2B,NYM,23.1,297,-43
341,15,*000dp*,Justin Verlander,P,HOU,41.2,298,-43
342,15,*05jpx*,Tink Hence,P,STL,21.8,308,-34
343,15,*004ee*,Max Scherzer,P,TEX,39.8,300,-43
344,15,*05uv5*,Abimelec Ortiz,1B,TEX,22.2,423,79
345,15,*04ak5*,Trevor Rogers,P,MIA,26.5,316,-29
346,15,*05rik*,Bubba Chandler,P,PIT,21.6,344,-2
347,15,*0603p*,Hurston Waldrep,P,ATL,22.2,272,-75
348,15,*04ydi*,Ronel Blanco,P,HOU,30.7,NR,NA
349,15,*05gec*,Roderick Arias,SS,NYY,19.7,305,-44
350,15,*066lr*,Graham Pauley,3B,SD,23.6,405,55
351,15,*05wxy*,Kyle Teel,"C,OF",BOS,22.2,307,-44
352,15,*02x0f*,Sean Manaea,P,NYM,32.3,369,17
353,15,*04aee*,Jo Adell,OF,LAA,25.1,768,415
354,15,*0518n*,Vaughn Grissom,SS,BOS,23.3,310,-44
355,15,*05rc5*,Termarr Johnson,2B,PIT,19.9,239,-116
356,15,*03qjy*,Brandon Lowe,2B,TB,29.8,254,-102
357,15,*0648z*,Victor Scott,OF,STL,,285,-72
358,15,*05mru*,Thomas Saggese,SS,STL,22.1,419,61
359,15,*0620x*,Santiago Suarez,P,TB,19.3,465,106
360,15,*05xop*,Cade Povich,P,BAL,24.1,808,448
361,15,*061bo*,Rhett Lowder,P,CIN,22.2,358,-3
362,15,*04o78*,Matt Wallner,OF,MIN,26.4,318,-44
363,15,*04mnw*,Ryan Weathers,P,MIA,24.4,396,33
364,15,*063e5*,Caden Dana,P,LAA,20.4,461,97
365,15,*041r5*,Dustin May,P,LAD,26.7,319,-46
366,15,*041v6*,Tony Gonsolin,P,LAD,30,320,-46
367,15,*04eee*,Drew Rasmussen,P,TB,28.8,321,-46
368,15,*04mlr*,Jeffrey Springs,P,TB,31.6,322,-46
369,15,*04ni3*,Luis Garcia,P,HOU,27.4,323,-46
370,15,*025j1*,Robbie Ray,P,SF,32.6,324,-46
371,15,*0406v*,Esteury Ruiz,OF,OAK,25.2,370,-1
372,15,*05yaz*,Will Warren,P,NYY,24.9,356,-16
373,15,*02bx4*,Clay Holmes,P,NYY,31.1,327,-46
374,15,*05gef*,Cade Cavalli,P,WSH,25.7,342,-32
375,15,*03ppa*,A.J. Minter,P,ATL,30.7,329,-46
376,15,*04tlv*,Bryan Abreu,P,HOU,27,330,-46
377,15,*060yn*,Luis Lara,OF,MIL,19.5,437,60
378,15,*04qow*,Kevin Alcantara,OF,CHC,21.8,348,-30
379,15,*05xu8*,Tyler Locklear,"1B,3B",SEA,23.4,365,-14
380,15,*05xtz*,Dalton Rushing,C,LAD,23.2,391,11
381,15,*05jqh*,Tekoah Roby,P,STL,22.6,354,-27
382,15,*05u36*,Aidan Miller,3B,PHI,19.9,424,42
383,15,*04z6k*,Luisangel Acuna,SS,NYM,22.2,337,-46
384,15,*04pmw*,Alek Thomas,OF,ARI,24,349,-35
385,15,*04o4s*,Shea Langeliers,C,OAK,26.5,385,0
386,15,*04ppk*,Richie Palacios,OF,TB,27,428,42
387,15,*05mx9*,Felnin Celesten,SS,SEA,18.6,361,-26
388,15,*05yav*,David Festa,P,MIN,24.2,421,33
389,15,*060q2*,Jairo Iriarte,P,CHW,22.4,422,33
390,15,*05u6r*,Robert Gasser,P,MIL,24.9,397,7
391,15,*05y7v*,Carson Whisenhunt,P,SF,23.5,578,187
392,15,*03d75*,Spencer Turnbull,P,PHI,31.6,641,249
393,15,*02mwg*,Jesse Winker,UT,WSH,30.7,929,536
394,15,*05tzg*,Jace Jung,2B,DET,23.5,406,12
395,15,*041yb*,Dean Kremer,P,BAL,28.3,410,15
396,15,*03dim*,John Means,P,BAL,31,379,-17
397,15,*060gg*,Adam Mazur,P,SD,23,754,357
398,15,*03qo0*,Pete Fairbanks,P,TB,30.4,328,-70
399,15,*03bud*,Bryan De La Cruz,OF,MIA,27.4,387,-12
400,15,*04yuu*,Patrick Bailey,C,SF,24.9,445,45
401,15,*03avk*,Luis Rengifo,"2B,3B,SS,OF",LAA,27.2,418,17
402,15,*05tdl*,Dylan Lesko,P,SD,20.7,355,-47
403,15,*04ru7*,Miguel Vargas,2B,LAD,24.5,435,32
404,15,*041ai*,Gavin Lux,2B,LAD,26.5,283,-121
405,15,*061wh*,Jefferson Rojas,SS,CHC,19,504,99
406,15,*04ee7*,Clarke Schmidt,P,NYY,28.2,409,3
407,15,*067yp*,Ralphy Velazquez,C,CLE,18.9,631,224
408,15,*05xty*,Dylan Beavers,OF,BAL,22.7,436,28
