Ranking,Tier,Player ID,Player,Position,Team,Age,Previous,Movement
239,11,*025he*,George Springer,OF,TOR,35.3,234,-5
240,11,*0596f*,Heston Kjerstad,OF,BAL,25.9,236,-4
241,11,*02i2k*,Byron Buxton,OF,MIN,31.1,264,23
242,11,*05t9l*,Max Muncy,3B,LAD,22.4,238,-4
243,11,*04pse*,Brendan Donovan,"2B,OF",STL,28,344,101
244,11,*05ahg*,Austin Wells,C,NYY,25.5,240,-4
245,11,*025i9*,J.T. Realmuto,C,PHI,33.9,241,-4
246,11,*03aoy*,Sean Murphy,C,ATL,30.3,242,-4
247,11,*041q8*,Brandon Marsh,OF,PHI,27.1,233,-14
248,11,*05jsg*,Owen Caissie,OF,CHC,22.5,244,-4
249,11,*04ee7*,Clarke Schmidt,P,NYY,28.9,245,-4
250,11,*03pzn*,Andres Gimenez,2B,TOR,26.4,320,70
251,11,*05gsi*,Ceddanne Rafaela,"SS,OF",BOS,24.3,246,-5
252,11,*04n8z*,Xavier Edwards,SS,MIA,25.5,292,40
253,11,*06alk*,Charlie Condon,OF,COL,21.8,181,-72
254,11,*061zv*,Josue De Paula,OF,LAD,19.7,340,86
255,11,*05rcg*,Braden Montgomery,OF,CHW,21.7,249,-6
256,11,*04aee*,Jo Adell,OF,LAA,25.8,250,-6
257,11,*05xor*,Christian Encarnacion-Strand,1B,CIN,25.1,251,-6
258,11,*0515o*,Brandon Sproat,P,NYM,24.3,252,-6
259,11,*04px8*,Reese Olson,P,DET,25.5,253,-6
260,11,*04yid*,Ryne Nelson,P,ARI,27,255,-5
261,11,*05mrx*,Gavin Stone,P,LAD,26.3,256,-5
262,11,*061bo*,Rhett Lowder,P,CIN,22.9,257,-5
263,11,*052c8*,Cristopher Sanchez,P,PHI,28.1,216,-47
264,11,*041am*,Lucas Erceg,P,KC,29.7,258,-6
265,11,*01c5l*,Yu Darvish,P,SD,38.4,259,-6
266,11,*05rch*,Colson Montgomery,SS,CHW,22.9,260,-6
267,11,*04s1g*,Gabriel Moreno,C,ARI,24.9,369,102
268,11,*04t3y*,Alejandro Kirk,C,TOR,26.2,401,133
269,11,*01ut7*,Nathan Eovaldi,P,TEX,34.9,195,-74
270,11,*03sef*,Seth Lugo,P,KC,35.2,206,-64
271,11,*03et8*,Ranger Suarez,P,PHI,29.4,171,-100
272,11,*04mlr*,Jeffrey Springs,P,OAK,32.3,215,-57
273,11,*04ru5*,Andy Pages,OF,LAD,24.1,222,-51
274,11,*05jr0*,Alec Burleson,"1B,OF",STL,26.2,266,-8
275,11,*04ok3*,Michael Toglia,"1B,OF",COL,26.4,287,12
276,11,*06650*,Hayden Birdsong,P,SF,23.4,268,-8
277,11,*05ycl*,Travis Sykora,P,WSH,20.7,269,-8
278,11,*05tp6*,Thomas White,P,MIA,20.3,270,-8
279,11,*05131*,Tyler Fitzgerald,SS,SF,27.4,304,25
280,12,*03pov*,Brady Singer,P,CIN,28.5,272,-8
281,12,*01srb*,Jameson Taillon,P,CHC,33.2,273,-8
282,12,*041ai*,Gavin Lux,2B,LAD,27.2,295,13
283,12,*041ts*,Luke Raley,"1B,OF",SEA,30.3,482,199
284,12,*0310n*,Ryan McMahon,3B,COL,30.1,276,-8
285,12,*03pjl*,Ryan Mountcastle,1B,BAL,27.9,319,34
286,12,*05ub0*,Zack Gelof,2B,OAK,25.3,278,-8
287,12,*02bqy*,Joe Musgrove,P,SD,32.1,279,-8
288,12,*05js3*,Kyle Harrison,P,SF,23.4,280,-8
289,12,*04yig*,Brooks Lee,SS,MIN,23.9,281,-8
290,12,*04t40*,Brayan Bello,P,BOS,25.7,282,-8
291,12,*04pbp*,Christopher Morel,"2B,3B",TB,25.6,283,-8
292,12,*04pt2*,Lars Nootbaar,OF,STL,27.4,284,-8
293,12,*04y95*,JJ Bleday,OF,OAK,27.2,285,-8
294,12,*04en7*,Garrett Mitchell,OF,MIL,26.4,422,128
295,12,*060jo*,Cam Smith,3B,HOU,21.9,313,18
296,12,*04ydi*,Ronel Blanco,P,HOU,31.4,288,-8
297,12,*01spl*,Jurickson Profar,OF,SD,31.9,289,-8
298,12,*03dau*,Trevor Megill,P,MIL,31.1,290,-8
299,12,*060ub*,Colt Emerson,SS,SEA,19.5,291,-8
300,12,*051ia*,Spencer Horwitz,"1B,2B",PIT,27.2,382,82
301,12,*041q6*,Nolan Jones,OF,COL,26.7,293,-8
302,12,*066sx*,Jonny Farmelo,OF,SEA,20.4,294,-8
303,12,*03qr0*,Cedric Mullins,OF,BAL,30.3,296,-7
304,12,*05zh9*,Luke Keaschall,2B,MIN,22.4,297,-7
305,12,*03mew*,Luis Arraez,"1B,2B",SD,27.8,327,22
306,12,*0622t*,Jacob Wilson,SS,OAK,22.8,298,-8
307,12,*05u36*,Aidan Miller,SS,PHI,20.6,300,-7
308,12,*05xpq*,Christian Scott,P,NYM,25.6,301,-7
309,12,*03ab0*,Luis Severino,P,OAK,30.9,302,-7
310,12,*04ep8*,Kutter Crawford,P,BOS,28.8,254,-56
311,12,*05mx9*,Felnin Celesten,SS,SEA,19.3,378,67
312,12,*04o78*,Matt Wallner,OF,MIN,27.1,305,-7
313,12,*02c5l*,Luke Weaver,P,NYY,31.4,306,-7
314,12,*05jri*,Alejandro Rosario,P,TEX,23,307,-7
315,12,*03qyv*,Jake McCarthy,OF,ARI,27.5,308,-7
316,12,*04efa*,Daulton Varsho,OF,TOR,28.6,309,-7
317,12,*041xv*,Nathaniel Lowe,1B,WSH,29.5,310,-7
318,12,*03mnq*,Carlos Estevez,P,(N/A),32.1,311,-7
319,12,*045gu*,TJ Friedl,OF,CIN,29.4,312,-7
320,12,*05m49*,Jung Hoo Lee,OF,SF,26.4,435,115
321,12,*03nri*,Lourdes Gurriel Jr.,OF,ARI,31.3,314,-7
322,12,*03pix*,Tyler Stephenson,C,CIN,28.4,315,-7
323,12,*05rbs*,Moises Ballesteros,C,CHC,21.2,316,-7
324,12,*04si2*,Andrew Vaughn,1B,CHW,26.8,354,30
325,12,*03d6v*,Michael Kopech,P,LAD,28.7,318,-7
326,12,*06c79*,Eduardo Quintero,OF,LAD,19.3,438,112
327,12,*05t9v*,Jonathan Aranda,1B,TB,26.7,345,18
328,12,*04b00*,Brice Turang,2B,MIL,25.2,321,-7
329,12,*05rb3*,Chase Burns,P,CIN,22,322,-7
330,12,*05zd4*,Hagen Smith,P,CHW,21.4,323,-7
331,12,*066cf*,Zebby Matthews,P,MIN,24.7,324,-7
332,12,*05zya*,Thomas Harrington,P,PIT,23.5,325,-7
333,12,*04yrs*,Jhonkensy Noel,"3B,OF",CLE,23.5,326,-7
334,12,*05rfc*,Lazaro Montes,OF,SEA,20.2,286,-48
335,12,*03d6n*,Erick Fedde,P,STL,31.9,328,-7
336,12,*03yso*,A.J. Puk,P,ARI,29.7,329,-7
337,12,*04mnw*,Ryan Weathers,P,MIA,25.1,330,-7
338,12,*0317q*,Griffin Jax,P,MIN,30.2,331,-7
339,12,*041qh*,Jose Miranda,3B,MIN,26.6,332,-7
340,12,*04apj*,Jhoan Duran,P,MIN,27,333,-7
341,12,*03c65*,Victor Robles,OF,SEA,27.7,334,-7
342,12,*03bin*,Nestor Cortes Jr.,P,MIL,30.1,335,-7
343,12,*06f15*,Cade Smith,P,NYY,22.8,336,-7
344,12,*03qto*,Evan Phillips,P,LAD,30.4,337,-7
345,12,*05r01*,Robert Suarez,P,SD,33.9,338,-7
346,12,*06625*,Joendry Vargas,SS,LAD,19.2,317,-29
347,12,*060la*,Jett Williams,SS,NYM,21.2,346,-1
348,12,*05ge1*,Ryan Clifford,"1B,OF",NYM,21.5,341,-7
349,12,*02jh6*,Eugenio Suarez,3B,ARI,33.5,342,-7
350,12,*03qmh*,Jake Cronenworth,"1B,2B",SD,31,261,-89
351,12,*05wxy*,Kyle Teel,C,CHW,22.9,343,-8
352,12,*05r64*,Thayron Liranzo,"C,1B",DET,21.5,400,48
353,12,*04hyc*,Ivan Herrera,C,STL,24.6,426,73
354,12,*05u3u*,Konnor Griffin,SS,PIT,18.7,376,22
355,12,*05yai*,Bryce Rainer,SS,DET,19.5,379,24
356,12,*05r5e*,Angel Genao,SS,CLE,20.7,489,133
357,12,*05yix*,Jaison Chourio,OF,CLE,19.7,399,42
358,12,*05gss*,Jeferson Quero,C,MIL,22.3,371,13
359,12,*06dq9*,Aidan Smith,OF,TB,20.5,468,109
360,13,*01sy3*,Nolan Arenado,3B,STL,33.8,347,-13
361,13,*03qo0*,Pete Fairbanks,P,TB,31.1,348,-13
362,13,*05yid*,Michael Arroyo,2B,SEA,20.2,349,-13
363,13,*04tlv*,Bryan Abreu,P,HOU,27.8,350,-13
364,13,*04ali*,Edward Cabrera,P,MIA,26.8,351,-13
365,13,*05yj1*,Nolan Schanuel,1B,LAA,22.9,380,15
366,13,*04ysv*,Adael Amador,2B,COL,21.8,353,-13
367,13,*02i37*,Lucas Giolito,P,BOS,30.5,386,19
368,13,*05nsq*,Deyvison De Los Santos,"1B,3B",MIA,21.6,355,-13
369,13,*04yk2*,Spencer Torkelson,1B,DET,25.4,271,-98
370,13,*06ibo*,Emil Morales,SS,LAD,18.3,356,-14
371,13,*05l9f*,Landon Knack,P,LAD,27.5,357,-14
372,13,*05jq2*,Andrew Abbott,P,CIN,25.6,275,-97
373,13,*04nky*,Trevor Larnach,OF,MIN,27.9,703,330
374,13,*05yfl*,Joey Loperfido,OF,TOR,25.7,359,-15
375,13,*062pp*,Xavier Isaac,1B,TB,21.1,274,-101
376,13,*05gww*,Cade Horton,P,CHC,23.4,361,-15
377,13,*05g3x*,Maikel Garcia,"2B,3B",KC,24.9,499,122
378,13,*04fyo*,Ronny Mauricio,2B,NYM,23.8,363,-15
379,13,*02c2h*,Chris Bassitt,P,TOR,35.9,364,-15
380,13,*02c4q*,Nick Martinez,P,CIN,,365,-15
381,13,*060eu*,Ben Joyce,P,LAA,24.3,366,-15
382,13,*03nru*,Jesus Sanchez,OF,MIA,27.3,419,37
383,13,*02i11*,Jorge Soler,"OF,UT",LAA,32.9,367,-16
384,13,*045kb*,Cristian Javier,P,HOU,27.8,368,-16
385,13,*04ni3*,Luis Garcia,P,HOU,28.1,610,225
386,13,*05a2d*,Max Meyer,P,MIA,25.9,339,-47
387,13,*063e5*,Caden Dana,P,LAA,21.1,409,22
388,13,*05u1y*,Cam Collier,3B,CIN,20.2,480,92
389,13,*04qnd*,Noelvi Marte,3B,CIN,23.3,372,-17
390,13,*061gx*,Jacob Melton,OF,HOU,24.4,449,59
391,13,*05ucf*,James Triantos,2B,CHC,22,374,-17
392,13,*051b4*,Jordan Beck,OF,COL,23.8,375,-17
393,13,*05ybr*,Ethan Salas,C,SD,18.6,436,43
394,13,*04mrn*,Bo Naylor,C,CLE,24.9,417,23
395,13,*0630d*,Drake Baldwin,C,ATL,23.8,303,-92
396,13,*05js6*,Ricky Tiedemann,P,TOR,22.4,429,33
397,13,*05tce*,Connor Norby,3B,MIA,24.6,413,16
398,13,*03btu*,Willi Castro,"2B,3B,SS,OF",MIN,27.7,381,-17
399,13,*04z6m*,Agustin Ramirez,"C,1B",MIA,23.4,370,-29
400,13,*02hj7*,Merrill Kelly,P,ARI,36.3,384,-16
401,13,*05jn0*,Adrian Del Castillo,C,ARI,25.3,385,-16
402,13,*05js7*,Nick Yorke,2B,PIT,22.8,447,45
403,13,*04ai4*,Nolan Gorman,2B,STL,24.7,387,-16
404,13,*05yhg*,Will Wagner,2B,TOR,26.5,388,-16
405,13,*05un2*,Edgar Quero,C,CHW,21.8,397,-8
